id,imdb_id,title,original_title,overview,tagline,status,runtime,release_date,budget,revenue,popularity,vote_average,vote_count,genres,production_companies,production_countries,spoken_languages,homepage,adult,original_language,belongs_to_collection,poster_path,backdrop_path
15,tt0033467,Citizen Kane,Citizen Kane,"Newspaper magnate Charles Foster Kane is taken from his mother as a boy and made the ward of a rich industrialist. As a result, every well-meaning, tyrannical or self-destructive move he makes for the rest of his life appears in some way to be a reaction to that deeply wounding event.",Some called him a hero...others called him a heel.,Released,119,4/17/1941,839727,23218000,5.174,7.999,5651,"Mystery, Drama","Mercury Productions, RKO Radio Pictures",United States of America,English,,FALSE,en,,/sav0jxhqiH0bPr2vZFU0Kjt2nZL.jpg,/ruF3Lmd4A8MHbnEBE6lxPMbsHGL.jpg
16,tt0168629,Dancer in the Dark,Dancer in the Dark,"Selma, a Czech immigrant on the verge of blindness, struggles to make ends meet for herself and her son, who has inherited the same genetic disorder and will suffer the same fate without an expensive operation. When life gets too difficult, Selma learns to cope through her love of musicals, escaping life's troubles ג€“ even if just for a moment ג€“ by dreaming up little numbers to the rhythmic beats of her surroundings.",You don't need eyes to see.,Released,140,09/01/2000,12500000,40061153,2.952,7.873,1844,"Drama, Crime","Zentropa Entertainments, DR, SVT Drama, ARTE, France 3 Cinֳ©ma, Blind Spot Pictures, Liberator Productions, ֳslenska kvikmyndasamsteypan, Pain Unlimited Filmproduktion, Trust Film Svenska, Cinematograph, What Else?, ARTE France Cinֳ©ma, Film i Vֳ₪st, WDR","Denmark, Finland, France, Germany, Iceland, Netherlands, Norway, Sweden",English,,FALSE,en,,/9rsivF4sWfmBzrNr4LPu6TNJhXX.jpg,/uBxuQLYMArjzSNCyPk9icn7if7s.jpg
17,tt0411267,The Dark,The Dark,"In an attempt to pull her family together, Adֳ¨lle travels with her young daughter Sarah to Wales to visit her father. The morning after they arrive, Sarah mysteriously vanishes in the ocean. Not long after, a little girl bearing a striking resemblance to their missing daughter reveals that she has retuned from the dead  ג€” and that Sarah has been taken to the Welsh underworld.",One of the living for one of the dead.,Released,87,9/28/2005,0,6593579,1.2442,5.714,281,"Horror, Thriller, Mystery","Constantin Film, Impact Pictures, Isle of Man Film, UK Film Council","Germany, United Kingdom","Welsh, English",http://www.whatisannwyn.co.uk/,FALSE,en,,/h6gCVAzjFLhzkffv2VZO1RgVCBt.jpg,/dhr0q4eiRr8ltqPig32TwhPRdaD.jpg
18,tt0119116,The Fifth Element,Le Cinquiֳ¨me ֳ‰lֳ©ment,"In 2257, a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity.",There is no future without it.,Released,126,05/02/1997,90000000,263920180,16.2533,7.553,10988,"Science Fiction, Action, Adventure",Gaumont,France,"English, Swedish, German",https://www.sonypictures.com/movies/thefifthelement,FALSE,fr,,/fPtlCO1yQtnoLHOwKtWz7db6RGU.jpg,/wgvc3PmjQGtYYDWaeuV867mnFDs.jpg
19,tt0017136,Metropolis,Metropolis,"In a futuristic city sharply divided between the rich and the poor, the son of the city's mastermind meets a prophet who predicts the coming of a savior to mediate their differences.",There can be no understanding between the hands and the brain unless the heart acts as mediator.,Released,153,02/06/1927,5300000,1350322,11.3404,8.1,2842,"Drama, Science Fiction",UFA,Germany,No Language,,FALSE,de,,/vZIJxGnjcswPCAa52jhbl01FQkV.jpg,/eeMoFKxjjiCi6iep2GEZtSAMYIr.jpg
20,tt0314412,My Life Without Me,My Life Without Me,A fatally ill mother with only two months to live creates a list of things she wants to do before she dies without telling her family of her illness.,What you areג€¦ is what you leave behind.,Released,106,03/07/2003,2500000,12300000,2.8157,6,472,"Drama, Romance","El Deseo, Milestone Productions","Canada, Spain",English,http://www.clubcultura.com/clubcine/clubcineastas/isabelcoixet/mividasinmi/index.htm,FALSE,en,,/pFEtVPW88pWflYV84UFL0h1iJr3.jpg,/kZyurQjTMLHalUxs7sHgH5XeiwO.jpg
21,tt0060371,The Endless Summer,The Endless Summer,"Bruce Brown's The Endless Summer is one of the first and most influential surf movies of all time. The film documents American surfers Mike Hynson and Robert August as they travel the world during Californiaג€™s winter (which, back in 1965 was off-season for surfing) in search of the perfect wave and ultimately, an endless summer.",The Search for the Perfect Wave!,Released,91,6/15/1966,50000,0,2.018,7.2,121,Documentary,Bruce Brown Films,United States of America,English,,FALSE,en,The Endless Summer Collection,/hinHiXl8sOGIz2TLIZNpO5rhjND.jpg,/uNRfK14Ga8Hwfqt07vo8nvWQN1i.jpg
22,tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean: The Curse of the Black Pearl,"After Port Royal is attacked and pillaged by a mysterious pirate crew, capturing the governor's daughter Elizabeth Swann in the process, William Turner asks free-willing pirate Jack Sparrow to help him locate the crew's shipג€”The Black Pearlג€”so that he can rescue the woman he loves.",Prepare to be blown out of the water.,Released,143,07/09/2003,140000000,655011224,24.159,7.809,21070,"Adventure, Fantasy, Action","Walt Disney Pictures, Jerry Bruckheimer Films",United States of America,English,https://movies.disney.com/pirates-of-the-caribbean-the-curse-of-the-black-pearl,FALSE,en,Pirates of the Caribbean Collection,/z8onk7LV9Mmw6zKz4hT6pzzvmvl.jpg,/98sKFlXeRI8fzBdy9eao98TlrkF.jpg
24,tt0266697,Kill Bill: Vol. 1,Kill Bill: Vol. 1,"An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle ג€“ but she lives to plot her vengeance.",A roaring rampage of revenge.,Released,111,10/10/2003,30000000,180906076,12.7754,7.97,17807,"Action, Crime","Miramax, A Band Apart, Super Cool ManChu",United States of America,"English, Japanese, French",http://www.miramax.com/movie/kill-bill-volume-1,FALSE,en,Kill Bill Collection,/v7TaX8kXMXs5yFFGR41guUDNcnB.jpg,/p3WiF8qYS7Qp17YRYgrFh7gf9P9.jpg
25,tt0418763,Jarhead,Jarhead,"Jarhead is a film about a US Marine Anthony Swoffordג€™s experience in the Gulf War. After putting up with an arduous boot camp, Swofford and his unit are sent to the Persian Gulf where they are eager to fight, but are forced to stay back from the action. Swofford struggles with the possibility of his girlfriend cheating on him, and as his mental state deteriorates, his desire to kill increases.",Welcome to the suck.,Released,123,11/04/2005,72000000,97076152,4.2067,6.669,2957,"Drama, War","Red Wagon Entertainment, Neal Street Productions","United Kingdom, United States of America","English, Spanish, Arabic, Latin",,FALSE,en,Jarhead Collection,/4rCzaZy5Qkvxh5xaVpHriXSLTgC.jpg,/bQ8fRUaitJvi54O2lUT6Ta7FVHK.jpg
26,tt0352994,Walk on Water,LaLehet Al HaMayim,"Eyal, an Israeli Mossad agent, is given the mission to track down and kill the very old Alfred Himmelman, an ex-Nazi officer, who might still be alive. Pretending to be a tourist guide, he befriends his grandson Axel, in Israel to visit his sister Pia. The two men set out on a tour of the country, during which Axel challenges Eyal's values.",He was trained to hate until he met the enemy.,Released,103,02/05/2004,1400000,444,1.8288,6.9,86,Drama,"Lama Films, United King Films","Israel, Sweden","English, Arabic, Hebrew, German, Turkish, Italian",http://www.walkonwatermovie.com,FALSE,he,,/mVWFN3RaBFLuJRtRLPebatX9qPq.jpg,/z5YFbE9VVHwDXbXbqZdoO6THqPs.jpg
27,tt0411705,9 Songs,9 Songs,"Matt, a young glaciologist, soars across the vast, silent, icebound immensities of the South Pole as he recalls his love affair with Lisa. They meet at a mobbed rock concert in a vast music hall - London's Brixton Academy. They are in bed at night's end. Together, over a period of several months, they pursue a mutual sexual passion whose inevitable stages unfold in counterpoint to nine live-concert songs.","2 lovers, one summer, and the 9 songs that defined them.",Released,69,7/16/2004,1000000,1574623,13.2091,5.6,524,"Drama, Music, Romance",Revolution Films,United Kingdom,English,,FALSE,en,,/91O7z0vo7MiNWd5xD2BoivwbQsb.jpg,/qU7tNIMpRqkizIObXfkJY3haTqh.jpg
28,tt0078788,Apocalypse Now,Apocalypse Now,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",This is the end...,Released,147,5/19/1979,31500000,150000000,10.0738,8.272,8462,"Drama, War","United Artists, American Zoetrope",United States of America,"Khmer, English, French, Vietnamese",http://www.apocalypsenow.com,FALSE,en,,/gQB8Y5RCMkv2zwzFHbUJX3kAhvA.jpg,/9Qs9oyn4iE8QtQjGZ0Hp2WyYNXT.jpg
33,tt0105695,Unforgiven,Unforgiven,"William Munny is a retired, once-ruthless killer turned gentle widower and hog farmer. To help support his two motherless children, he accepts one last bounty-hunter mission to find the men who brutalized a prostitute. Joined by his former partner and a cocky greenhorn, he takes on a corrupt sheriff.",Some legends will never be forgotten. Some wrongs can never be forgiven.,Released,130,08/07/1992,14400000,159157447,6.1737,7.91,4559,Western,"Warner Bros. Pictures, Malpaso Productions",United States of America,English,,FALSE,en,,/54roTwbX9fltg85zjsmrooXAs12.jpg,/5zkrI7P70j8C03ThBOvrEG6VF8M.jpg
35,tt0462538,The Simpsons Movie,The Simpsons Movie,"After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.",See our family. And feel better about yours.,Released,87,7/25/2007,75000000,527068851,10.143,7.009,8129,"Animation, Comedy, Family","Gracie Films, 20th Century Fox",United States of America,English,http://www.simpsonsmovie.com/,FALSE,en,,/gzb6P78zeFTnv9eoFYnaJ2YrZ5q.jpg,/8ln5VUVk7gnNGIb2VNgw8nICDVt.jpg
38,tt0338013,Eternal Sunshine of the Spotless Mind,Eternal Sunshine of the Spotless Mind,"Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.",You can erase someone from your mind. Getting them out of your heart is another story.,Released,108,3/19/2004,20000000,72258126,14.0494,8.091,15395,"Science Fiction, Drama, Romance","Focus Features, Anonymous Content, This is that",United States of America,English,https://www.focusfeatures.com/eternal_sunshine_of_the_spotless_mind,FALSE,en,,/5MwkWH9tYHv3mV9OdYTMR5qreIz.jpg,/8AE7M2lMsyvowfT36porzGtmOtI.jpg
55,tt0245712,Amores Perros,Amores perros,"A fatalistic car crash in Mexico city sets off a chain of events in the lives of three people: a supermodel, a young man wanting to run off with his sister-in-law, and a homeless man. Their lives are catapulted into unforeseen situations instigated by the seemingly inconsequential destiny of a dog.",Love. Betrayal. Death.,Released,154,6/16/2000,2000000,20908467,6.277,7.622,2679,"Drama, Thriller","Altavista Films, Zeta Film",Mexico,Spanish,,FALSE,es,,/tuyV4ceh80IBTbRJWX7jJ59UFxn.jpg,/tJTRLtdKPeVT8HORSbeHpdb8BKg.jpg
58,tt0383574,Pirates of the Caribbean: Dead Man's Chest,Pirates of the Caribbean: Dead Man's Chest,"Captain Jack Sparrow races to recover the heart of Davy Jones to avoid enslaving his soul to Jones' service, as other friends and foes seek the heart for their own agenda as well.",Captain Jack is back!,Released,151,07/06/2006,200000000,1066179747,21.8632,7.365,16302,"Adventure, Fantasy, Action","Walt Disney Pictures, Jerry Bruckheimer Films, Second Mate Productions",United States of America,"English, Turkish, Greek, Mandarin",https://movies.disney.com/pirates-of-the-caribbean-dead-mans-chest,FALSE,en,Pirates of the Caribbean Collection,/lAhcKRt0ggTFkeFL95jrGQYaRXs.jpg,/vr6n6ZFUZvedvIlhfYcbCWcaKyW.jpg
59,tt0399146,A History of Violence,A History of Violence,An average family is thrust into the spotlight after the father commits a seemingly self-defense murder at his diner.,Tom Stall had the perfect life...until he became a hero.,Released,96,9/23/2005,32000000,61477797,8.9345,7.2,3375,"Drama, Thriller, Crime","New Line Cinema, BenderSpink, Media I! Filmproduktion Mֳ¼nchen & Company","Canada, Germany, United Kingdom, United States of America",English,,FALSE,en,,/A26rcvipOqptVs7i5uRmKicXRxE.jpg,/b6zLmqCKUFBqrc9zmMVT50YWhjK.jpg
62,tt0062622,2001: A Space Odyssey,2001: A Space Odyssey,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.",The ultimate trip.,Released,149,04/02/1968,12000000,71923560,13.2731,8.1,11795,"Science Fiction, Mystery, Adventure","Stanley Kubrick Productions, Metro-Goldwyn-Mayer","United Kingdom, United States of America","English, Russian",http://2001spaceodysseymovie.com,FALSE,en,The Space Odyssey Series,/ve72VxNqjGM69Uky4WTo2bK6rfq.jpg,/w5IDXtifKntw0ajv2co7jFlTQDM.jpg
63,tt0114746,Twelve Monkeys,Twelve Monkeys,"In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly and the son of a famous virus expert who may hold the key to the Army of the 12 Monkeys; thought to be responsible for unleashing the killer disease.",The future is history.,Released,129,12/29/1995,29000000,168841459,19.9633,7.601,8539,"Science Fiction, Thriller, Mystery","Universal Pictures, Atlas Entertainment, Classico, Twelve Monkeys Productions",United States of America,"English, French",,FALSE,en,,/gt3iyguaCIw8DpQZI1LIN5TohM2.jpg,/1IWaKG7AWiYMhADxhGtnElDJAGI.jpg
64,tt0287467,Talk to Her,Hable con ella,Two men share an odd friendship while they care for two women who are both in deep comas.,,Released,112,3/15/2002,0,64803131,3.6266,7.581,1335,"Drama, Romance","Vֳ­a Digital, El Deseo, Atresmedia",Spain,"French, Spanish",,FALSE,es,,/fWDbQlOWOqjR5jZm98KjGyYmUOw.jpg,/rknvDtxOe1uqLX0EFWLHIQxRXcJ.jpg
65,tt0298203,8 Mile,8 Mile,"For Jimmy Smith, Jr., life is a daily fight just to keep hope alive. Feeding his dreams in Detroit's vibrant music scene, Jimmy wages an extraordinary personal struggle to find his own voice - and earn a place in a world where rhymes rule, legends are born and every momentג€¦ is another chance.",Every moment is another chance,Released,111,11/08/2002,41000000,242875078,10.1085,7.14,7417,"Drama, Music","Mikona Productions, Imagine Entertainment","Germany, United States of America",English,https://www.uphe.com/movies/8-mile,FALSE,en,,/7BmQj8qE1FLuLTf7Xjf9sdIHzoa.jpg,/jNG7pl0DkN1nzxnbZj4MCGf2VEG.jpg
66,tt0118548,Absolute Power,Absolute Power,"A master thief coincidentally is robbing a house where a murderג€”in which the President of the United States is involvedג€”occurs in front of his eyes. He is forced to run, while holding evidence that could convict the President.",Corrupts absolutely.,Released,121,2/14/1997,50000000,50100000,4.4562,6.6,1121,"Crime, Drama, Action","Castle Rock Entertainment, Malpaso Productions, Columbia Pictures",United States of America,English,,FALSE,en,,/jiwy7YaPHLN8s1SuXWGgQLKKNKE.jpg,/cLftTzGw40BlLw8IggKSWDjKOQo.jpg
67,tt0445620,Paradise Now,Paradise Now,Two childhood friends are recruited for a suicide bombing in Tel Aviv.,"From the most unexpected place, come a new call for peace",Released,90,09/07/2005,2000000,3395627,1.7425,6.945,262,"Crime, Thriller, Drama, War","Eurimages, Lama Films, Augustus Film, Lama Productions, Lumer Films, Filmstiftung Nordrhein-Westfalen, Razor Film Produktion, Nederlands Fonds voor de Film, ARTE France Cinֳ©ma, Hazazah Pictures, Hazazah Film","France, Germany, Netherlands, Palestinian Territory","Arabic, English",http://wip.warnerbros.com/paradisenow/,FALSE,en,,/qWZkYa8VdcDZk8uzRB2PfhpM9IL.jpg,/rnuraNgw9zOlqdDkl8y6lNE2RJb.jpg
68,tt0088846,Brazil,Brazil,"Low-level bureaucrat Sam Lowry escapes the monotony of his day-to-day life through a recurring daydream of himself as a virtuous hero saving a beautiful damsel. Investigating a case that led to the wrongful arrest and eventual death of an innocent man instead of wanted terrorist Harry Tuttle, he meets the woman from his daydream, and in trying to help her gets caught in a web of mistaken identities, mindless bureaucracy and lies.",It's only a state of mind.,Released,143,2/20/1985,15000000,9900000,7.0982,7.664,3396,"Comedy, Science Fiction",Embassy International Pictures,"United Kingdom, United States of America",English,,FALSE,en,,/2w09J0KUnVtJvqPYu8N63XjAyCR.jpg,/ziRWOYnl6e2JUaHYmFLR1kfcECM.jpg
69,tt0358273,Walk the Line,Walk the Line,"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis and Carl Perkins.",Love is a burning thing.,Released,136,9/13/2005,28000000,186800000,4.8837,7.503,2941,"Drama, Music, Romance","Mars Media Beteiligungs, Tree Line Films, Catfish Productions, Fox 2000 Pictures","Germany, United States of America",English,,FALSE,en,,/zMkD6FVikyPNnigoupO7vD5ti9p.jpg,/pMBKzEotLUzk3NuQiyVjZEDlH70.jpg
70,tt0405159,Million Dollar Baby,Million Dollar Baby,"Despondent over a painful estrangement from his daughter, trainer Frankie Dunn isn't prepared for boxer Maggie Fitzgerald to enter his life. But Maggie's determined to go pro and to convince Dunn and his cohort to help her.","Beyond his silence, there is a past. Beyond her dreams, there is a feeling. Beyond hope, there is a memory. Beyond their journey, there is a love.",Released,132,12/05/2004,30000000,216763646,12.2667,7.955,9802,Drama,"Lakeshore Entertainment, Malpaso Productions, Epsilon Motion Pictures, ASR Productions, Warner Bros. Pictures","Switzerland, United States of America","English, Irish",http://www.milliondollarbaby-derfilm.de/,FALSE,en,,/jcfEqKdWF1zeyvECPqp3mkWLct2.jpg,/oGMomeS7bE43eN8SGJUaKvQnmud.jpg
71,tt0249462,Billy Elliot,Billy Elliot,"County Durham, England, 1984. The miners' strike has started and the police have started coming up from Bethnal Green, starting a class war with the lower classes suffering. Caught in the middle of the conflict is 11-year old Billy Elliot, who, after leaving his boxing club for the day, stumbles upon a ballet class and finds out that he's naturally talented. He practices with his teacher Mrs. Wilkinson for an upcoming audition in Newcastle-upon Tyne for the royal Ballet school in London.",Inside every one of us is a special talent waiting to come out. The trick is finding it.,Released,110,9/28/2000,5000000,109280263,8.2024,7.595,3899,"Drama, Comedy, Music","StudioCanal, BBC Film, Tiger Aspect, Arts Council of England, Working Title Films, Universal Pictures, WTֲ² Productions","France, United Kingdom",English,,FALSE,en,,/nOr5diUZxphmAD3li9aiILyI28F.jpg,/urzflyf41uySpgciGHdQzpcaMOY.jpg
73,tt0120586,American History X,American History X,"Derek Vineyard is paroled after serving 3 years in prison for killing two African-American men. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.",Some Legacies Must End.,Released,119,07/01/1998,20000000,23900000,13.8998,8.338,11829,Drama,"New Line Cinema, Savoy Pictures, The Turman-Morrissey Company",United States of America,English,,FALSE,en,,/euypWkaYFOLW3e5rLIcTAjWnhhT.jpg,/9LSsSPbP715XT9B7acIZzantPyX.jpg
74,tt0407304,War of the Worlds,War of the Worlds,"Ray Ferrier is a divorced dockworker and less-than-perfect father. Soon after his ex-wife and her new husband drop off his teenage son and young daughter for a rare weekend visit, a strange and powerful lightning storm touches down.",They're already here.,Released,117,6/13/2005,132000000,603873119,16.8515,6.513,8550,"Adventure, Thriller, Science Fiction","Paramount Pictures, DreamWorks Pictures, Amblin Entertainment, Cruise/Wagner Productions",United States of America,English,https://amblin.com/movie/war-of-the-worlds/,FALSE,en,,/oZmJ6hD2dc6zLCIPgw8onPMo0QC.jpg,/nH6hPhJq3EEv9CnBZgXU3IQnpJo.jpg
75,tt0116996,Mars Attacks!,Mars Attacks!,"A fleet of Martian spacecraft surrounds the world's major cities and all of humanity waits to see if the extraterrestrial visitors have, as they claim, ""come in peace."" U.S. President James Dale receives assurance from science professor Donald Kessler that the Martians' mission is a friendly one. But when a peaceful exchange ends in the total annihilation of the U.S. Congress, military men call for a full-scale nuclear retaliation.",Nice planet. We'll take it!,Released,106,12/13/1996,70000000,101371017,9.2036,6.413,5550,"Comedy, Fantasy, Science Fiction","Warner Bros. Pictures, Tim Burton Productions",United States of America,"English, French",https://www.warnerbros.com/movies/mars-attacks/,FALSE,en,,/bGxhc8Cd908XbDxg5baDvbiVzUI.jpg,/ELsTifJ2lu4vsMhoHeZ5EnncHw.jpg
76,tt0112471,Before Sunrise,Before Sunrise,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.",Can the greatest romance of your life last only one night?,Released,101,1/27/1995,2500000,5987386,10.2145,7.971,4272,"Drama, Romance","Castle Rock Entertainment, Detour Filmproduction, Filmhaus Films","Austria, United States of America","English, German, French",https://www.warnerbros.com/movies/sunrise,FALSE,en,Before... Collection,/kf1Jb1c2JAOqjuzA3H4oDM263uB.jpg,/qA2TyqPldTtoTVY3LKrNIG5g6bH.jpg
77,tt0209144,Memento,Memento,"Leonard Shelby is tracking down the man who raped and murdered his wife. The difficulty of locating his wife's killer, however, is compounded by the fact that he suffers from a rare, untreatable form of short-term memory loss. Although he can recall details of life before his accident, Leonard cannot remember what happened fifteen minutes ago, where he's going, or why.",Some memories are best forgotten.,Released,113,10/11/2000,9000000,40047236,15.9904,8.178,15239,"Mystery, Thriller","Newmarket Films, Summit Entertainment, Team Todd, I Remember Productions",United States of America,English,,FALSE,en,,/fKTPH2WvH8nHTXeBYBVhawtRqtR.jpg,/7Wev9JMo6R5XAfz2KDvXb7oPMmy.jpg
78,tt0083658,Blade Runner,Blade Runner,"In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.",Man has made his match... now it's his problem.,Released,118,6/25/1982,28000000,41722424,16.1026,7.941,14080,"Science Fiction, Drama, Thriller","Shaw Brothers, The Ladd Company, Warner Bros. Pictures","United States of America, Hong Kong, United Kingdom","English, German, Cantonese, Japanese, Hungarian",http://www.warnerbros.com/blade-runner,FALSE,en,Blade Runner Collection,/63N9uy8nd9j7Eog2axPQ8lbr3Wj.jpg,/qr7dUqleMRd0VgollazbmyP9XjI.jpg
79,tt0299977,Hero,ט‹±י›„,"During China's Warring States period, a district prefect arrives at the palace of Qin Shi Huang, claiming to have killed the three assassins who had made an attempt on the king's life three years ago.",One man's strength will unite an empire.,Released,99,7/22/2002,31000000,177394432,6.2269,7.499,2303,"Drama, Adventure, Action, History","Beijing New Picture Film Co. Ltd., China Film Co-Production Corp., Elite Group Enterprises, Edko Films, Sil-Metropole Organisation, Zhang Yimou Studio","Hong Kong, China",Mandarin,,FALSE,zh,,/1NBtOH3KPU9UUp1vzVHJ8qzdW88.jpg,/jDz6RYN3nKYtlo7J9IMvGoJit7B.jpg
80,tt0381681,Before Sunset,Before Sunset,"Nine years later, Jesse travels across Europe giving readings from a book he wrote about the night he spent in Vienna with Celine. After his reading in Paris, Celine finds him, and they spend part of the day together before Jesse has to again leave for a flight. They are both in relationships now, and Jesse has a son, but as their strong feelings for each other start to return, both confess a longing for more.",What if you had a second chance with the one that got away?,Released,80,6/16/2004,2700000,15992615,6.4009,7.813,3480,"Drama, Romance","Warner Independent Pictures, Castle Rock Entertainment, Detour Filmproduction",United States of America,"English, French",https://www.warnerbros.com/movies/sunset,FALSE,en,Before... Collection,/94Yl2xVB7YIRK4IgA0RqYGiNgkB.jpg,/tcZi0LQc5iu2u6i5aOWyj9NBBvl.jpg
81,tt0087544,Nausicaֳ₪ of the Valley of the Wind,י¢¨ד®ט°·ד®דƒד‚¦ד‚·ד‚«,"After a global war, the seaside kingdom known as the Valley of the Wind remains one of the last strongholds on Earth untouched by a poisonous jungle and the powerful insects that guard it. Led by the courageous Princess Nausicaֳ₪, the people of the Valley engage in an epic struggle to restore the bond between humanity and Earth.",A young girl's love called forth miraclesג€¦,Released,117,03/11/1984,1000000,9016411,9.9754,7.951,3701,"Adventure, Animation, Fantasy",Topcraft,Japan,Japanese,https://movies.disney.com/nausicaa-of-the-valley-of-the-wind,FALSE,ja,,/tcrkfB8SRPQCgwI88hQScua6nxh.jpg,/ulVUa2MvnJAjAeRt7h23FFJVRKH.jpg
82,tt0430357,Miami Vice,Miami Vice,"A case involving drug lords and murder in South Florida takes a personal turn for undercover detectives Sonny Crockett and Ricardo Tubbs. Unorthodox Crockett gets involved romantically with the Chinese-Cuban wife of a trafficker of arms and drugs, while Tubbs deals with an assault on those he loves.",No Law. No Rules. No Order.,Released,132,7/27/2006,135000000,163800000,7.0779,6,1821,"Action, Crime, Thriller","Universal Pictures, Forward Pass, Motion Picture ETA Produktionsgesellschaft","Germany, United States of America","English, Spanish",,FALSE,en,,/1KGD2g0wOc7WBfHc5G19reLHQxk.jpg,/owqIirHq6LpX00Lo6kVPsdVmvTF.jpg
83,tt0374102,Open Water,Open Water,"Two divers are left out at sea without a boat. Thereג€™s nothing but water for miles, unless they look at whatג€™s underneath them...",Scream all you want.,Released,79,10/26/2003,120000,54683487,3.7456,5.541,1074,"Drama, Thriller, Horror","Plunge Pictures LLC, Lions Gate Films, EastGate Films",United States of America,English,https://openwaterfilm.com/,FALSE,en,Open Water Collection,/85o7BSpumewsd8KoGYvqpGH54yF.jpg,/58BUQzjN6TH0bLe6JEfgMbHc55u.jpg
85,tt0082971,Raiders of the Lost Ark,Raiders of the Lost Ark,"When Dr. Indiana Jones ג€“ the tweed-suited professor who just happens to be a celebrated archaeologist ג€“ is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.",The return of the great adventure.,Released,115,06/12/1981,18000000,389925971,18.3971,7.9,12807,"Adventure, Action","Paramount Pictures, Lucasfilm Ltd.",United States of America,"English, Spanish, German, Hebrew, Arabic, Nepali",http://www.indianajones.com,FALSE,en,Indiana Jones Collection,/ceG9VzoRAVGwivFU403Wc3AHRys.jpg,/ueDw7djPgKPZfph0vC43aD2EMyF.jpg
86,tt0430051,The Elementary Particles,Elementarteilchen,"Based on Michel Houellebecq's controversial novel, Atomised (aka The Elementary Particles) focuses on Michael and Bruno, two very different half-brothers and their disturbed sexuality.  After a chaotic childhood with a hippie mother only caring for her affairs, Michael, a molecular biologist, is more interested in genes than women, while Bruno is obsessed with his sexual desires, but mostly finds his satisfaction with prostitutes.  But Bruno's life changes when he gets to know the experienced Christiane.  In the meantime, Michael meets Annabelle, the love of his youth, again.",,Released,105,02/10/2006,6000000,0,1.6297,6.1,138,"Drama, Romance","Moovie, Medienfonds German Film Productions GmbH & Co. KG, Constantin Film, ARD, Bernd Eichinger Productions, Momentum Pictures",Germany,"English, German",http://www.elementarteilchen.film.de/,FALSE,de,,/wpGpR7GewyApPgqPvuWadBAfmFc.jpg,/60PJPzXtQmLQdaCNuWUrrHe1mzu.jpg
87,tt0087469,Indiana Jones and the Temple of Doom,Indiana Jones and the Temple of Doom,"After arriving in India, Indiana Jones is asked by a desperate village to find a mystical stone. He agrees ג€“ and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace.",If adventure has a name... it must be Indiana Jones.,Released,118,5/23/1984,28000000,333000000,13.6653,7.295,9489,"Adventure, Action","Paramount Pictures, Lucasfilm Ltd.",United States of America,"Mandarin, English, Sinhalese",http://www.indianajones.com,FALSE,en,Indiana Jones Collection,/om61eim8XwLfh6QXzh2r0Q4blBz.jpg,/f133nWlU6yUkZqqwcCXCbTEJWHr.jpg
88,tt0092890,Dirty Dancing,Dirty Dancing,"Expecting the usual tedium that accompanies a summer in the Catskills with her family, 17-year-old Frances 'Baby' Houseman is surprised to find herself stepping into the shoes of a professional hooferג€”and unexpectedly falling in love.",First dance. First love. The time of your life.,Released,100,8/21/1987,6000000,214577242,12.5663,7.331,6221,"Drama, Music, Romance","Great American Films Limited Partnership, Vestron Pictures",United States of America,English,http://lionsgateathome.com/dirty-dancing,FALSE,en,Dirty Dancing Collection,/9Jw6jys7q9gjzVX5zm1z0gC8gY9.jpg,/6iDQCBUSZKzY8Rnu8ECwl2gXcfG.jpg
